Category,Sub-Category,Product Name,total_sales,total_profit,total_units,orders,loss_orders,profit_margin_pct,loss_rate_pct
Technology,Phones,AT&T 1070 Corded Phone,1070.3,133.79,12.0,3,0.0,12.5,0.0
Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,904.55,133.3,18.0,4,1.0,14.74,25.0
Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,386.91,133.27,10.0,2,0.0,34.44,0.0
Office Supplies,Labels,Avery 475,266.4,133.2,18.0,4,0.0,50.0,0.0
Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",390.66,132.82,17.0,3,0.0,34.0,0.0
Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,604.75,132.29,5.0,2,0.0,21.88,0.0
Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75,132.08,27.0,9,0.0,14.68,0.0
Technology,Phones,AT&T CL82213,481.23,131.32,17.0,5,0.0,27.29,0.0
Technology,Phones,RCA Visys Integrated PBX 8-Line Router,1085.24,130.63,19.0,5,0.0,12.04,0.0
Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.85,130.48,22.0,6,1.0,13.91,16.67
Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,130.21,5.0,1,0.0,33.75,0.0
Technology,Accessories,Memorex Micro Travel Drive 32 GB,379.7,129.98,12.0,5,0.0,34.23,0.0
Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",448.77,129.72,26.0,8,0.0,28.91,0.0
Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,1727.06,129.53,17.0,4,0.0,7.5,0.0
Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",281.89,127.6,37.0,8,0.0,45.27,0.0
Technology,Accessories,Maxell DVD-RAM Discs,296.64,127.56,18.0,3,0.0,43.0,0.0
Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.84,127.48,21.0,4,1.0,10.37,25.0
Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.06,127.45,35.0,7,0.0,20.75,0.0
Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",479.34,127.3,14.0,2,0.0,26.56,0.0
Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,360.71,127.07,10.0,2,0.0,35.23,0.0
Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,573.65,126.81,16.0,4,0.0,22.11,0.0
Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,126.68,28.0,7,0.0,45.67,0.0
Furniture,Furnishings,DAX Wood Document Frame,477.8,126.32,40.0,9,1.0,26.44,11.11
Technology,Accessories,Memorex Micro Travel Drive 16 GB,556.45,126.16,39.0,6,0.0,22.67,0.0
Technology,Phones,HTC One,1119.89,125.99,14.0,4,0.0,11.25,0.0
Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.79,125.78,38.0,7,3.0,29.0,42.86
Furniture,Chairs,"Global Stack Chair with Arms, Black",803.46,125.02,31.0,7,2.0,15.56,28.57
Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1002.36,124.61,23.0,7,1.0,12.43,14.29
Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",518.11,124.13,35.0,9,0.0,23.96,0.0
Office Supplies,Art,Staples in misc. colors,478.81,124.05,86.0,19,0.0,25.91,0.0
Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.96,14.0,3,0.0,17.65,0.0
Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,513.71,123.93,23.0,5,1.0,24.12,20.0
Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.5,123.51,30.0,5,0.0,46.0,0.0
Office Supplies,Art,Newell 319,511.87,123.01,28.0,8,0.0,24.03,0.0
Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,689.77,122.96,27.0,8,0.0,17.83,0.0
Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.22,122.84,29.0,8,0.0,23.8,0.0
Technology,Phones,Motorla HX550 Universal Bluetooth Headset,419.23,122.6,15.0,4,0.0,29.25,0.0
Technology,Phones,Panasonic KX - TS880B Telephone,453.42,122.42,11.0,3,0.0,27.0,0.0
Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",374.07,122.36,24.0,4,0.0,32.71,0.0
Office Supplies,Paper,Xerox 1890,244.7,122.35,5.0,2,0.0,50.0,0.0
Furniture,Furnishings,Staple-based wall hangings,422.29,121.99,62.0,16,5.0,28.89,31.25
Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,549.89,120.98,13.0,4,0.0,22.0,0.0
Furniture,Furnishings,Flat Face Poster Frame,678.24,120.95,51.0,12,5.0,17.83,41.67
Office Supplies,Storage,Safco Steel Mobile File Cart,683.55,120.87,9.0,5,0.0,17.68,0.0
Office Supplies,Paper,Xerox 1898,280.56,120.77,46.0,11,0.0,43.05,0.0
Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,120.38,4.0,2,0.0,43.0,0.0
Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,708.0,120.36,12.0,4,0.0,17.0,0.0
Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",618.56,120.33,27.0,9,0.0,19.45,0.0
Technology,Accessories,First Data TMFD35 PIN Pad,571.2,119.95,4.0,2,0.0,21.0,0.0
Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.18,119.74,29.0,8,0.0,40.43,0.0
Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,533.37,119.55,25.0,7,0.0,22.41,0.0
Office Supplies,Labels,Avery 473,248.4,119.23,24.0,6,0.0,48.0,0.0
Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",483.41,118.93,24.0,6,0.0,24.6,0.0
Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",517.63,118.62,40.0,10,0.0,22.92,0.0
Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,118.37,8.0,1,0.0,37.0,0.0
Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,118.23,20.0,8,0.0,22.58,0.0
Office Supplies,Appliances,Staple holder,528.78,118.0,52.0,13,1.0,22.32,7.69
Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,244.51,117.16,15.0,5,0.0,47.92,0.0
Furniture,Chairs,Bevis Steel Folding Chairs,1775.08,117.06,24.0,6,1.0,6.59,16.67
Furniture,Furnishings,Coloredge Poster Frame,298.2,116.3,21.0,6,0.0,39.0,0.0
Technology,Machines,Okidata B400 Printer,1029.6,115.83,3.0,2,0.0,11.25,0.0
Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",685.59,115.74,23.0,5,1.0,16.88,20.0
Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",477.66,115.64,24.0,5,0.0,24.21,0.0
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.67,115.28,37.0,10,0.0,40.21,0.0
Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.09,115.15,12.0,5,0.0,44.44,0.0
Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",264.02,113.48,26.0,6,0.0,42.98,0.0
Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.25,113.27,30.0,6,0.0,22.83,0.0
Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",262.96,113.2,35.0,7,0.0,43.05,0.0
Technology,Accessories,Memorex Micro Travel Drive 8 GB,299.0,113.1,26.0,8,0.0,37.83,0.0
Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",459.1,112.91,31.0,8,0.0,24.59,0.0
Office Supplies,Binders,Trimflex Flexible Post Binders,346.36,112.89,21.0,4,1.0,32.59,25.0
Technology,Phones,Plantronics 81402,844.67,112.18,15.0,4,1.0,13.28,25.0
Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,111.72,28.0,7,0.0,50.0,0.0
Technology,Machines,Okidata C331dn Printer,3210.8,111.68,12.0,5,1.0,3.48,20.0
Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,705.21,111.54,22.0,6,0.0,15.82,0.0
Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,111.3,8.0,1,0.0,10.0,0.0
Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.0,111.29,36.0,10,3.0,27.14,30.0
Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,409.6,110.59,20.0,6,0.0,27.0,0.0
Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,464.2,110.3,22.0,7,0.0,23.76,0.0
Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,109.79,15.0,3,0.0,27.08,0.0
Technology,Phones,AT&T EL51110 DECT,377.97,109.61,3.0,1,0.0,29.0,0.0
Office Supplies,Art,Peel-Off China Markers,287.97,109.43,31.0,7,0.0,38.0,0.0
Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280.0,109.2,14.0,2,0.0,39.0,0.0
Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,389.7,109.12,15.0,3,0.0,28.0,0.0
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",246.58,109.02,28.0,9,0.0,44.21,0.0
Office Supplies,Paper,Embossed Ink Jet Note Cards,284.38,108.34,15.0,4,0.0,38.1,0.0
Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,270.84,108.09,23.0,6,0.0,39.91,0.0
Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,557.81,107.66,19.0,5,0.0,19.3,0.0
Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,107.42,12.0,4,1.0,18.67,25.0
Office Supplies,Binders,GBC Recycled Grain Textured Covers,466.29,107.07,20.0,5,2.0,22.96,40.0
Office Supplies,Binders,"Performers Binder/Pad Holder, Black",611.05,106.51,36.0,8,3.0,17.43,37.5
Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.07,106.47,14.0,3,0.0,13.27,0.0
Office Supplies,Binders,Poly Designer Cover & Back,451.96,106.34,35.0,7,3.0,23.53,42.86
Office Supplies,Paper,Strathmore Photo Mount Cards,245.44,106.31,38.0,9,0.0,43.31,0.0
Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.85,106.18,20.0,6,0.0,32.99,0.0
Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1268.92,106.09,13.0,4,1.0,8.36,25.0
Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.97,105.49,8.0,3,0.0,23.29,0.0
Office Supplies,Binders,Ibico Standard Transparent Covers,390.58,104.81,34.0,10,4.0,26.84,40.0
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",227.04,104.44,33.0,8,0.0,46.0,0.0
Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7,103.42,36.0,7,0.0,22.55,0.0
Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,285.87,102.91,16.0,4,0.0,36.0,0.0
Office Supplies,Fasteners,Advantus Plastic Paper Clips,225.0,102.8,47.0,10,0.0,45.69,0.0
Office Supplies,Labels,Avery 50,235.56,102.75,20.0,5,0.0,43.62,0.0
Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,361.38,102.71,20.0,6,0.0,28.42,0.0
Office Supplies,Binders,GBC Poly Designer Binding Covers,256.12,102.45,18.0,6,1.0,40.0,16.67
Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,6751.6,102.3,26.0,6,1.0,1.52,16.67
Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",500.31,101.79,14.0,6,1.0,20.34,16.67
Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,558.74,101.0,15.0,3,0.0,18.08,0.0
Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,2297.54,100.97,19.0,5,3.0,4.39,60.0
Office Supplies,Binders,GBC Recycled VeloBinder Covers,487.34,100.88,42.0,8,3.0,20.7,37.5
Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,386.75,100.66,15.0,6,0.0,26.03,0.0
Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,100.21,18.0,6,3.0,2.99,50.0
Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,1000.73,100.07,9.0,3,0.0,10.0,0.0
Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",508.73,99.58,21.0,5,0.0,19.57,0.0
Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,99.55,26.0,5,0.0,19.92,0.0
Furniture,Furnishings,Eldon Wave Desk Accessories,266.73,99.0,61.0,14,2.0,37.12,14.29
Furniture,Furnishings,Nu-Dell Executive Frame,409.54,98.97,39.0,6,1.0,24.17,16.67
Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",334.37,98.25,22.0,7,1.0,29.38,14.29
Office Supplies,Paper,Xerox 188,213.19,97.52,20.0,8,0.0,45.74,0.0
Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46,97.15,15.0,5,0.0,33.33,0.0
Office Supplies,Paper,Xerox 216,238.46,96.94,42.0,8,0.0,40.65,0.0
Furniture,Tables,Hon 4060 Series Tables,1231.56,96.29,13.0,4,1.0,7.82,25.0
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",218.09,95.27,34.0,7,0.0,43.68,0.0
Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.98,95.2,52.0,10,1.0,17.53,10.0
Technology,Phones,Panasonic Kx-TS550,846.22,95.2,23.0,7,2.0,11.25,28.57
Furniture,Furnishings,Luxo Economy Swing Arm Lamp,338.98,94.91,17.0,5,0.0,28.0,0.0
Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",357.95,94.77,13.0,4,0.0,26.48,0.0
Technology,Phones,GE 2-Jack Phone Line Splitter,1771.51,94.76,11.0,3,1.0,5.35,33.33
Office Supplies,Storage,Pizazz Global Quick File,353.29,94.61,24.0,6,0.0,26.78,0.0
Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",196.98,94.55,21.0,5,0.0,48.0,0.0
Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99,94.52,16.0,6,0.0,30.59,0.0
Office Supplies,Art,Newell 345,476.16,94.44,26.0,9,0.0,19.83,0.0
Office Supplies,Paper,Petty Cash Envelope,231.86,94.36,10.0,3,0.0,40.7,0.0
Office Supplies,Paper,Advantus Motivational Note Cards,227.94,94.32,20.0,5,0.0,41.38,0.0
Office Supplies,Paper,Xerox 1938,268.24,93.88,7.0,1,0.0,35.0,0.0
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",346.79,93.59,17.0,7,0.0,26.99,0.0
Office Supplies,Art,Newell 34,460.29,93.25,25.0,7,0.0,20.26,0.0
Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.46,93.16,11.0,5,0.0,25.28,0.0
Office Supplies,Paper,Xerox 1912,201.08,92.57,11.0,4,0.0,46.04,0.0
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,92.49,17.0,4,0.0,27.0,0.0
Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,402.98,92.11,24.0,5,0.0,22.86,0.0
Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.97,4.0,1,0.0,48.0,0.0
Technology,Accessories,Microsoft Arc Touch Mouse,359.7,91.12,7.0,2,0.0,25.33,0.0
Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,551.45,91.11,36.0,8,3.0,16.52,37.5
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",248.29,91.04,12.0,5,0.0,36.67,0.0
Technology,Phones,RCA ViSYS 25825 Wireless digital phone,727.94,90.99,7.0,2,0.0,12.5,0.0
Office Supplies,Appliances,3M Office Air Cleaner,259.8,90.93,10.0,2,0.0,35.0,0.0
Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04,90.75,29.0,7,2.0,13.0,28.57
Office Supplies,Storage,Advantus Rolling Storage Box,428.75,90.72,27.0,10,0.0,21.16,0.0
Office Supplies,Storage,Mobile Personal File Cube,449.66,90.64,21.0,5,0.0,20.16,0.0
Office Supplies,Paper,Xerox 214,215.14,90.46,37.0,9,0.0,42.05,0.0
Office Supplies,Binders,Clear Mylar Reinforcing Strips,377.54,90.27,29.0,7,3.0,23.91,42.86
Office Supplies,Binders,Avery Legal 4-Ring Binder,258.05,90.21,16.0,4,1.0,34.96,25.0
Office Supplies,Paper,Xerox 209,187.92,90.2,29.0,5,0.0,48.0,0.0
Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,11046.61,90.18,27.0,6,4.0,0.82,66.67
Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,551.91,89.99,11.0,3,0.0,16.3,0.0
Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.75,89.97,15.0,5,1.0,12.2,20.0
Technology,Phones,AT&T SB67148 SynJ,475.13,89.75,8.0,3,0.0,18.89,0.0
Office Supplies,Paper,Xerox 1982,237.54,89.53,12.0,3,0.0,37.69,0.0
Office Supplies,Paper,Xerox 1931,209.95,88.65,36.0,8,0.0,42.22,0.0
Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",315.37,88.46,20.0,8,2.0,28.05,25.0
Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,264.44,88.41,17.0,4,0.0,33.43,0.0
Technology,Phones,Jensen SMPS-640 - speaker phone,496.58,88.28,12.0,4,0.0,17.78,0.0
Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,504.24,88.24,33.0,7,2.0,17.5,28.57
Office Supplies,Envelopes,Quality Park Security Envelopes,240.76,88.19,11.0,4,0.0,36.63,0.0
Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",258.72,87.96,22.0,5,0.0,34.0,0.0
Office Supplies,Paper,"Wirebound Message Book, 4 per Page",184.62,87.69,35.0,7,0.0,47.5,0.0
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.69,18.0,4,0.0,43.0,0.0
Technology,Phones,Cisco SPA112 2 Port Phone Adapter,516.53,87.37,11.0,3,0.0,16.91,0.0
Office Supplies,Binders,Avery Arch Ring Binders,1318.87,87.15,40.0,10,4.0,6.61,40.0
Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,333.56,86.86,17.0,4,0.0,26.04,0.0
Office Supplies,Supplies,Fiskars Softgrip Scissors,307.44,86.08,28.0,7,0.0,28.0,0.0
Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",347.31,85.81,32.0,8,0.0,24.71,0.0
Office Supplies,Paper,Xerox 225,196.99,85.8,33.0,9,0.0,43.55,0.0
Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.03,85.24,22.0,7,4.0,15.64,57.14
Office Supplies,Binders,Plastic Binding Combs,269.67,84.99,23.0,5,1.0,31.52,20.0
Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,234.78,84.81,13.0,6,1.0,36.12,16.67
Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,440.0,84.5,18.0,6,0.0,19.2,0.0
Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),7139.8,84.0,28.0,6,2.0,1.18,33.33
Technology,Phones,Nokia Lumia 521 (T-Mobile),515.83,83.97,20.0,5,1.0,16.28,20.0
Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,2645.8,83.69,26.0,6,1.0,3.16,16.67
Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,83.38,4.0,2,0.0,30.0,0.0
Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,198.46,83.23,20.0,5,0.0,41.94,0.0
Office Supplies,Paper,Xerox 1895,191.36,82.82,33.0,7,0.0,43.28,0.0
Office Supplies,Paper,Xerox 1996,176.26,81.91,28.0,8,0.0,46.47,0.0
Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",581.17,81.57,14.0,4,1.0,14.04,25.0
Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",343.08,81.55,41.0,9,0.0,23.77,0.0
Furniture,Furnishings,Nu-Dell Leatherette Frames,246.65,81.45,18.0,3,0.0,33.02,0.0
Office Supplies,Labels,Avery 490,177.6,81.4,13.0,5,0.0,45.83,0.0
Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82,81.33,10.0,3,0.0,41.11,0.0
Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",1830.15,80.98,30.0,8,4.0,4.42,50.0
Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,200.16,80.9,26.0,5,0.0,40.42,0.0
Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,80.48,20.0,8,2.0,6.67,25.0
Office Supplies,Paper,Standard Line While You Were Out Hardbound Telephone Message Book,211.01,80.45,11.0,2,0.0,38.13,0.0
Technology,Phones,Avaya 4621SW VoIP phone,709.92,79.87,12.0,4,0.0,11.25,0.0
Office Supplies,Paper,Xerox 1892,178.3,79.46,5.0,2,0.0,44.57,0.0
Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",239.84,79.3,21.0,5,0.0,33.06,0.0
Office Supplies,Paper,Xerox 1894,169.78,78.8,27.0,5,0.0,46.41,0.0
Technology,Accessories,Logitech G105 Gaming Keyboard,759.94,78.37,14.0,5,3.0,10.31,60.0
Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84,78.26,13.0,5,0.0,46.35,0.0
Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.31,78.25,37.0,8,2.0,2.3,25.0
Office Supplies,Storage,Sterilite Officeware Hinged File Box,345.84,78.08,35.0,11,0.0,22.58,0.0
Office Supplies,Art,SANFORD Major Accent Highlighters,209.57,77.88,30.0,7,0.0,37.16,0.0
Office Supplies,Paper,Xerox 1997,178.85,77.76,30.0,8,0.0,43.48,0.0
Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",181.46,77.63,19.0,5,0.0,42.78,0.0
Office Supplies,Storage,Eldon Simplefile Box Office,345.83,77.13,30.0,8,0.0,22.3,0.0
Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",764.7,76.98,19.0,7,1.0,10.07,14.29
Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.08,76.92,39.0,10,3.0,19.92,30.0
Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",335.89,76.77,12.0,3,0.0,22.86,0.0
Office Supplies,Paper,Xerox 202,171.07,76.72,28.0,8,0.0,44.85,0.0
Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,182.49,76.46,17.0,5,0.0,41.9,0.0
Technology,Phones,Panasonic KX T7731-B Digital phone,659.93,75.99,8.0,3,1.0,11.52,33.33
Office Supplies,Paper,Xerox 1918,155.04,75.97,4.0,1,0.0,49.0,0.0
Office Supplies,Paper,Xerox 1968,165.66,75.35,26.0,5,0.0,45.48,0.0
Furniture,Furnishings,3M Polarizing Light Filter Sleeves,216.34,75.35,14.0,4,1.0,34.83,25.0
Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.03,75.23,22.0,7,1.0,6.63,14.29
Office Supplies,Labels,Avery 486,168.13,75.15,24.0,9,0.0,44.7,0.0
Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.79,74.99,27.0,6,1.0,6.03,16.67
Furniture,Furnishings,Ultra Door Pull Handle,265.1,74.8,27.0,6,0.0,28.21,0.0
Office Supplies,Labels,Avery 503,155.25,74.52,15.0,4,0.0,48.0,0.0
Office Supplies,Paper,Xerox 1978,174.56,74.33,34.0,8,0.0,42.58,0.0
Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.14,73.94,25.0,8,1.0,34.21,12.5
Office Supplies,Envelopes,Security-Tint Envelopes,163.5,73.88,23.0,9,0.0,45.19,0.0
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.39,73.87,37.0,7,0.0,42.12,0.0
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",1473.3,73.72,18.0,6,2.0,5.0,33.33
Office Supplies,Labels,Avery 489,159.39,73.28,16.0,5,0.0,45.97,0.0
Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.7,73.19,7.0,2,0.0,5.77,0.0
Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,463.8,73.02,11.0,2,0.0,15.74,0.0
Office Supplies,Paper,White GlueTop Scratch Pads,186.5,72.79,14.0,2,0.0,39.03,0.0
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.67,72.7,32.0,7,0.0,42.11,0.0
Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",232.76,72.57,26.0,5,0.0,31.18,0.0
Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",253.8,72.33,11.0,3,0.0,28.5,0.0
Office Supplies,Supplies,Acme Box Cutter Scissors,306.9,72.22,31.0,6,0.0,23.53,0.0
Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.08,17.0,6,2.0,10.7,33.33
Office Supplies,Art,Newell 324,263.34,72.07,23.0,7,0.0,27.37,0.0
Office Supplies,Binders,Fellowes Binding Cases,271.44,71.96,31.0,5,1.0,26.51,20.0
Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),155.52,71.28,25.0,5,0.0,45.83,0.0
Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",316.48,71.12,20.0,5,1.0,22.47,20.0
